Farm_ID,Date,Crop,Disease,Growth_Stage,Weather_Condition,Severity,Treatment_Applied,Treatment_Type,Dosage,Cost_Per_Acre,Outcome,Analyst_Notes
a9583b40,3/18/2025,Grape,Black Rot,Seedling,Cold,Low,Captan,Chemical,2.0 pts/acre,21,Success,Captan used during Seedling stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
69685d6a,5/16/2025,Potato,Late Blight,Flowering,Dry/Sunny,High,Ridomil Gold,Chemical,3.0 pts/acre,59,Success,Ridomil Gold used during Flowering stage under Dry/Sunny conditions for High Late Blight. Outcome: Success. Recommended.
6401fad7,4/25/2025,Apple,Cedar Apple Rust,Harvest Ready,Hot,Low,Myclobutanil,Chemical,2.0 pts/acre,41,Failure,Myclobutanil used during Harvest Ready stage under Hot conditions for Low Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
2cfb30bc,7/21/2025,Apple,Apple Scab,Fruiting,Dry/Sunny,Critical,Captan,Chemical,3.0 pts/acre,26,Success,Captan used during Fruiting stage under Dry/Sunny conditions for Critical Apple Scab. Outcome: Success. Recommended.
c51d8758,4/25/2025,Potato,Early Blight,Flowering,Hot,Low,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,46,Success,Azoxystrobin (Quadris) used during Flowering stage under Hot conditions for Low Early Blight. Outcome: Success. Recommended.
6fa57948,1/6/2026,Potato,Early Blight,Harvest Ready,Rainy,Critical,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,40,Success,Azoxystrobin (Quadris) used during Harvest Ready stage under Rainy conditions for Critical Early Blight. Outcome: Success. Recommended.
b5178f95,2/3/2026,Apple,Apple Scab,Flowering,Humid,Critical,Myclobutanil,Chemical,3.0 pts/acre,42,Success,Myclobutanil used during Flowering stage under Humid conditions for Critical Apple Scab. Outcome: Success. Recommended.
1af475f9,5/31/2025,Grape,Black Rot,Seedling,Dry/Sunny,Low,Lime Sulfur,Organic,2.0 pts/acre,11,Partial Control,Lime Sulfur used during Seedling stage under Dry/Sunny conditions for Low Black Rot. Outcome: Partial Control. Recommended.
f64c986a,6/30/2025,Tomato,Late Blight,Seedling,Humid,Critical,Fixed Copper,Organic,3.0 pts/acre,13,Failure,Fixed Copper used during Seedling stage under Humid conditions for Critical Late Blight. Outcome: Failure. Recommended.
7f265b50,7/13/2025,Apple,Black Rot,Harvest Ready,Dry/Sunny,High,Thiophanate-methyl,Chemical,3.0 pts/acre,34,Success,Thiophanate-methyl used during Harvest Ready stage under Dry/Sunny conditions for High Black Rot. Outcome: Success. Recommended.
1ce70535,2/5/2026,Potato,Early Blight,Harvest Ready,Dry/Sunny,Critical,Copper Hydroxide,Organic,3.0 pts/acre,20,Failure,Copper Hydroxide used during Harvest Ready stage under Dry/Sunny conditions for Critical Early Blight. Outcome: Failure. Recommended.
efc56b9c,5/22/2025,Apple,Apple Scab,Harvest Ready,Rainy,High,Sulfur,Organic,3.0 pts/acre,15,Failure,Sulfur used during Harvest Ready stage under Rainy conditions for High Apple Scab. Outcome: Failure. Recommended.
217b870c,4/26/2025,Apple,Black Rot,Fruiting,Hot,Moderate,Thiophanate-methyl,Chemical,2.0 pts/acre,29,Success,Thiophanate-methyl used during Fruiting stage under Hot conditions for Moderate Black Rot. Outcome: Success. Recommended.
3e9fe48e,3/22/2025,Potato,Late Blight,Seedling,Cold,Low,Propamocarb,Chemical,2.0 pts/acre,35,Success,Propamocarb used during Seedling stage under Cold conditions for Low Late Blight. Outcome: Success. Recommended.
c4dddf8a,10/12/2025,Grape,Black Rot,Flowering,Rainy,High,Lime Sulfur,Organic,3.0 pts/acre,12,Failure,Lime Sulfur used during Flowering stage under Rainy conditions for High Black Rot. Outcome: Failure. Recommended.
c8bfac8f,12/10/2025,Potato,Late Blight,Seedling,Humid,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,58,Success,Ridomil Gold used during Seedling stage under Humid conditions for Moderate Late Blight. Outcome: Success. Recommended.
be7031f1,5/26/2025,Grape,Black Rot,Seedling,Hot,Critical,Lime Sulfur,Organic,3.0 pts/acre,8,Failure,Lime Sulfur used during Seedling stage under Hot conditions for Critical Black Rot. Outcome: Failure. Recommended.
7d1bc388,3/31/2025,Apple,Black Rot,Seedling,Humid,High,Thiophanate-methyl,Chemical,3.0 pts/acre,36,Success,Thiophanate-methyl used during Seedling stage under Humid conditions for High Black Rot. Outcome: Success. Recommended.
4b1427e5,4/9/2025,Tomato,Early Blight,Harvest Ready,Rainy,Low,Bacillus subtilis,Organic,2.0 pts/acre,25,Failure,Bacillus subtilis used during Harvest Ready stage under Rainy conditions for Low Early Blight. Outcome: Failure. Recommended.
859aad51,8/31/2025,Tomato,Late Blight,Seedling,Rainy,Low,Fixed Copper,Organic,2.0 pts/acre,12,Partial Control,Fixed Copper used during Seedling stage under Rainy conditions for Low Late Blight. Outcome: Partial Control. Recommended.
2f0ff8d2,9/11/2025,Potato,Late Blight,Vegetative,Rainy,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,59,Success,Ridomil Gold used during Vegetative stage under Rainy conditions for Moderate Late Blight. Outcome: Success. Recommended.
65b17002,7/2/2025,Potato,Early Blight,Fruiting,Cold,Moderate,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,50,Success,Azoxystrobin (Quadris) used during Fruiting stage under Cold conditions for Moderate Early Blight. Outcome: Success. Recommended.
d6e20eca,9/7/2025,Apple,Apple Scab,Vegetative,Humid,Low,Sulfur,Organic,2.0 pts/acre,10,Partial Control,Sulfur used during Vegetative stage under Humid conditions for Low Apple Scab. Outcome: Partial Control. Recommended.
36f1d774,8/26/2025,Tomato,Early Blight,Harvest Ready,Cold,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,24,Success,Chlorothalonil (Bravo) used during Harvest Ready stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
cf59bdea,6/28/2025,Apple,Cedar Apple Rust,Fruiting,Dry/Sunny,Low,Propiconazole,Chemical,2.0 pts/acre,25,Success,Propiconazole used during Fruiting stage under Dry/Sunny conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
1bf6df79,10/26/2025,Grape,Esca (Black Measles),Flowering,Dry/Sunny,Low,Pruning & Sanitation,Mechanical,2.0 pts/acre,104,Partial Control,Pruning & Sanitation used during Flowering stage under Dry/Sunny conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
0b93abd8,7/26/2025,Apple,Apple Scab,Harvest Ready,Rainy,Critical,Myclobutanil,Chemical,3.0 pts/acre,36,Failure,Myclobutanil used during Harvest Ready stage under Rainy conditions for Critical Apple Scab. Outcome: Failure. unsafe due to PHI (14 days).
bf4d79ea,2/13/2026,Apple,Apple Scab,Vegetative,Humid,Critical,Myclobutanil,Chemical,3.0 pts/acre,41,Success,Myclobutanil used during Vegetative stage under Humid conditions for Critical Apple Scab. Outcome: Success. Recommended.
d7758d7f,5/17/2025,Potato,Early Blight,Flowering,Humid,Low,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,23,Success,Chlorothalonil (Bravo) used during Flowering stage under Humid conditions for Low Early Blight. Outcome: Success. Recommended.
30be52ad,5/31/2025,Potato,Late Blight,Flowering,Rainy,High,Fixed Copper,Organic,3.0 pts/acre,12,Failure,Fixed Copper used during Flowering stage under Rainy conditions for High Late Blight. Outcome: Failure. Recommended.
d5865a2d,9/2/2025,Grape,Black Rot,Harvest Ready,Humid,High,Thiophanate-methyl,Chemical,3.0 pts/acre,37,Success,Thiophanate-methyl used during Harvest Ready stage under Humid conditions for High Black Rot. Outcome: Success. Recommended.
0174719d,11/15/2025,Grape,Esca (Black Measles),Fruiting,Humid,Moderate,Trichoderma species,Organic,2.0 pts/acre,36,Partial Control,Trichoderma species used during Fruiting stage under Humid conditions for Moderate Esca (Black Measles). Outcome: Partial Control. Recommended.
8a6f4b16,11/6/2025,Apple,Cedar Apple Rust,Seedling,Dry/Sunny,Critical,Myclobutanil,Chemical,3.0 pts/acre,43,Success,Myclobutanil used during Seedling stage under Dry/Sunny conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
b442da4d,1/25/2026,Grape,Black Rot,Flowering,Humid,High,Lime Sulfur,Organic,3.0 pts/acre,16,Failure,Lime Sulfur used during Flowering stage under Humid conditions for High Black Rot. Outcome: Failure. Recommended.
963bb408,11/28/2025,Potato,Late Blight,Harvest Ready,Hot,Low,Ridomil Gold,Chemical,2.0 pts/acre,60,Failure,Ridomil Gold used during Harvest Ready stage under Hot conditions for Low Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
d0fbc5eb,7/19/2025,Potato,Early Blight,Harvest Ready,Cold,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,26,Partial Control,Bacillus subtilis used during Harvest Ready stage under Cold conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
5089701c,5/2/2025,Potato,Late Blight,Seedling,Dry/Sunny,Moderate,Fixed Copper,Organic,2.0 pts/acre,20,Partial Control,Fixed Copper used during Seedling stage under Dry/Sunny conditions for Moderate Late Blight. Outcome: Partial Control. Recommended.
ed724ffa,2/22/2025,Tomato,Bacterial Spot,Harvest Ready,Cold,High,Agri-Mycin,Chemical,3.0 pts/acre,33,Partial Control,Agri-Mycin used during Harvest Ready stage under Cold conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
7db76089,1/8/2026,Grape,Leaf Blight,Seedling,Cold,Critical,Mancozeb,Chemical,3.0 pts/acre,21,Success,Mancozeb used during Seedling stage under Cold conditions for Critical Leaf Blight. Outcome: Success. Recommended.
51109090,7/11/2025,Potato,Late Blight,Harvest Ready,Humid,High,Propamocarb,Chemical,3.0 pts/acre,43,Failure,Propamocarb used during Harvest Ready stage under Humid conditions for High Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
724d1675,11/21/2025,Potato,Late Blight,Flowering,Hot,Critical,Propamocarb,Chemical,3.0 pts/acre,37,Success,Propamocarb used during Flowering stage under Hot conditions for Critical Late Blight. Outcome: Success. Recommended.
52721aa2,6/30/2025,Apple,Cedar Apple Rust,Flowering,Hot,High,Myclobutanil,Chemical,3.0 pts/acre,42,Success,Myclobutanil used during Flowering stage under Hot conditions for High Cedar Apple Rust. Outcome: Success. Recommended.
f773beed,11/2/2025,Apple,Black Rot,Harvest Ready,Humid,High,Captan,Chemical,3.0 pts/acre,26,Partial Control,Captan used during Harvest Ready stage under Humid conditions for High Black Rot. Outcome: Partial Control. Recommended.
5bd313c0,2/1/2026,Grape,Esca (Black Measles),Vegetative,Cold,Critical,Pruning & Sanitation,Mechanical,3.0 pts/acre,98,Partial Control,Pruning & Sanitation used during Vegetative stage under Cold conditions for Critical Esca (Black Measles). Outcome: Partial Control. Recommended.
27fce036,12/25/2025,Potato,Early Blight,Harvest Ready,Humid,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,25,Success,Chlorothalonil (Bravo) used during Harvest Ready stage under Humid conditions for Critical Early Blight. Outcome: Success. Recommended.
b7849f02,12/23/2025,Potato,Late Blight,Fruiting,Hot,High,Ridomil Gold,Chemical,3.0 pts/acre,53,Success,Ridomil Gold used during Fruiting stage under Hot conditions for High Late Blight. Outcome: Success. Recommended.
1c9b5076,9/12/2025,Potato,Late Blight,Fruiting,Humid,Moderate,Propamocarb,Chemical,2.0 pts/acre,42,Success,Propamocarb used during Fruiting stage under Humid conditions for Moderate Late Blight. Outcome: Success. Recommended.
dff390f0,12/6/2025,Apple,Apple Scab,Flowering,Cold,Moderate,Myclobutanil,Chemical,2.0 pts/acre,33,Success,Myclobutanil used during Flowering stage under Cold conditions for Moderate Apple Scab. Outcome: Success. Recommended.
f3e36489,5/27/2025,Tomato,Late Blight,Fruiting,Humid,Low,Propamocarb,Chemical,2.0 pts/acre,43,Success,Propamocarb used during Fruiting stage under Humid conditions for Low Late Blight. Outcome: Success. Recommended.
6.77E+12,10/22/2025,Tomato,Early Blight,Flowering,Dry/Sunny,Low,Bacillus subtilis,Organic,2.0 pts/acre,31,Partial Control,Bacillus subtilis used during Flowering stage under Dry/Sunny conditions for Low Early Blight. Outcome: Partial Control. Recommended.
97e16024,2/3/2026,Tomato,Early Blight,Harvest Ready,Hot,Critical,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,45,Success,Azoxystrobin (Quadris) used during Harvest Ready stage under Hot conditions for Critical Early Blight. Outcome: Success. Recommended.
025f84b1,8/27/2025,Potato,Late Blight,Seedling,Rainy,Low,Propamocarb,Chemical,2.0 pts/acre,37,Partial Control,Propamocarb used during Seedling stage under Rainy conditions for Low Late Blight. Outcome: Partial Control. Recommended.
23ab3ebf,9/9/2025,Tomato,Bacterial Spot,Flowering,Dry/Sunny,High,Agri-Mycin,Chemical,3.0 pts/acre,35,Partial Control,Agri-Mycin used during Flowering stage under Dry/Sunny conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
cb82b64b,1/24/2026,Grape,Black Rot,Vegetative,Cold,Low,Captan,Chemical,2.0 pts/acre,17,Success,Captan used during Vegetative stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
157b0d28,4/6/2025,Grape,Esca (Black Measles),Fruiting,Rainy,Critical,Trichoderma species,Organic,3.0 pts/acre,40,Failure,Trichoderma species used during Fruiting stage under Rainy conditions for Critical Esca (Black Measles). Outcome: Failure. Recommended.
90c0b6af,2/12/2026,Tomato,Bacterial Spot,Seedling,Dry/Sunny,Moderate,Agri-Mycin,Chemical,2.0 pts/acre,36,Partial Control,Agri-Mycin used during Seedling stage under Dry/Sunny conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
f87a7391,8/13/2025,Grape,Leaf Blight,Harvest Ready,Dry/Sunny,Critical,Mancozeb,Chemical,3.0 pts/acre,19,Failure,Mancozeb used during Harvest Ready stage under Dry/Sunny conditions for Critical Leaf Blight. Outcome: Failure. unsafe due to PHI (66 days).
ce462ed2,8/19/2025,Potato,Late Blight,Seedling,Humid,Low,Propamocarb,Chemical,2.0 pts/acre,39,Success,Propamocarb used during Seedling stage under Humid conditions for Low Late Blight. Outcome: Success. Recommended.
98592823,4/24/2025,Potato,Early Blight,Flowering,Rainy,High,Copper Hydroxide,Organic,3.0 pts/acre,17,Failure,Copper Hydroxide used during Flowering stage under Rainy conditions for High Early Blight. Outcome: Failure. Recommended.
bf50104d,1/15/2026,Tomato,Bacterial Spot,Flowering,Rainy,Low,Copper + Mancozeb,Chemical,2.0 pts/acre,22,Partial Control,Copper + Mancozeb used during Flowering stage under Rainy conditions for Low Bacterial Spot. Outcome: Partial Control. Recommended.
73af85c7,3/26/2025,Apple,Cedar Apple Rust,Vegetative,Rainy,Low,Propiconazole,Chemical,2.0 pts/acre,28,Success,Propiconazole used during Vegetative stage under Rainy conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
219ab3ba,12/3/2025,Grape,Leaf Blight,Flowering,Rainy,Critical,Copper Oxychloride,Chemical,3.0 pts/acre,14,Partial Control,Copper Oxychloride used during Flowering stage under Rainy conditions for Critical Leaf Blight. Outcome: Partial Control. Recommended.
369343b4,5/5/2025,Tomato,Bacterial Spot,Fruiting,Hot,Critical,Copper + Mancozeb,Chemical,3.0 pts/acre,28,Success,Copper + Mancozeb used during Fruiting stage under Hot conditions for Critical Bacterial Spot. Outcome: Success. Recommended.
9666fd4b,4/29/2025,Tomato,Early Blight,Flowering,Dry/Sunny,Moderate,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,43,Success,Azoxystrobin (Quadris) used during Flowering stage under Dry/Sunny conditions for Moderate Early Blight. Outcome: Success. Recommended.
3f3f82cb,9/24/2025,Apple,Cedar Apple Rust,Seedling,Dry/Sunny,Low,Propiconazole,Chemical,2.0 pts/acre,34,Success,Propiconazole used during Seedling stage under Dry/Sunny conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
e42b9b4d,2/18/2026,Potato,Early Blight,Flowering,Cold,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,25,Success,Chlorothalonil (Bravo) used during Flowering stage under Cold conditions for Critical Early Blight. Outcome: Success. Recommended.
ef13aa4e,6/8/2025,Potato,Late Blight,Flowering,Dry/Sunny,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,50,Success,Ridomil Gold used during Flowering stage under Dry/Sunny conditions for Moderate Late Blight. Outcome: Success. Recommended.
cd6a42c3,1/5/2026,Potato,Early Blight,Harvest Ready,Humid,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,27,Success,Chlorothalonil (Bravo) used during Harvest Ready stage under Humid conditions for Critical Early Blight. Outcome: Success. Recommended.
124df4b3,2/24/2025,Apple,Apple Scab,Seedling,Rainy,Low,Myclobutanil,Chemical,2.0 pts/acre,39,Success,Myclobutanil used during Seedling stage under Rainy conditions for Low Apple Scab. Outcome: Success. Recommended.
672c696b,4/22/2025,Potato,Early Blight,Fruiting,Rainy,Moderate,Mancozeb (Dithane),Chemical,2.0 pts/acre,22,Partial Control,Mancozeb (Dithane) used during Fruiting stage under Rainy conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
22f7588a,2/27/2025,Apple,Black Rot,Flowering,Rainy,Low,Lime Sulfur,Organic,2.0 pts/acre,17,Failure,Lime Sulfur used during Flowering stage under Rainy conditions for Low Black Rot. Outcome: Failure. Recommended.
453e7d94,10/25/2025,Tomato,Bacterial Spot,Flowering,Dry/Sunny,Critical,Bacteriophages,Organic,3.0 pts/acre,47,Failure,Bacteriophages used during Flowering stage under Dry/Sunny conditions for Critical Bacterial Spot. Outcome: Failure. Recommended.
af29252b,7/31/2025,Tomato,Bacterial Spot,Fruiting,Dry/Sunny,High,Bacteriophages,Organic,3.0 pts/acre,55,Partial Control,Bacteriophages used during Fruiting stage under Dry/Sunny conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
de0d1429,7/9/2025,Apple,Apple Scab,Flowering,Hot,Moderate,Captan,Chemical,2.0 pts/acre,25,Success,Captan used during Flowering stage under Hot conditions for Moderate Apple Scab. Outcome: Success. Recommended.
